Unnamed: 0,comment_id,comment,content_id,content,user_id,sarcasm,metaphor,exaggeration,homophonic,symbolism,emotion,sentiment,other_subtext
31,3269846002,你妈…妈烧的菜应该挺好吃的吧,3269566583,就这？就这？这样的歌上万？呵呵😁，笑死爷了，现在的人审美是炸了吗？？？啥也不是，这样的的歌就tm应该上亿上亿懂吗？？,560472161,,,,,,,,
2,1441257362,"愿你右手可以敬起军礼 
左手还能牵着我 
因为你是我翘首以盼的惊喜！",1441257721,"正因为我身上流着的是中国人民解放军的血液
所以一旦穿上制服就不能辜负自己的使命但是我知道家里还有等我的姑娘
才使得我这颗心没畏惧很坚定
所以我只是前行​
用自己不灭的英雄梦想
温暖了全世界
2012.12入伍-2020.12退役，服役八年，感谢你等我
等我脱下这身军装时  范雨桐请你做我的新娘@範雨桐- ",385974995,,,,,,,,
10,1337018939,而且小黄歌大都可以完美的展现中文的魅力,1327325889,众所周知，小黄歌都好听☺️,562662009,,,,,,,,
24,3269907213,108.1万[大哭][大哭][大哭]我也加一个赞,26691390,“像被子里的舒服，又像风捉摸不住”不是屁是什么？[呆],1849443665,,,,,,,,
10,1592980176,加油，我是过来人，高考的那一天真的紧张不起来了，会很严肃的👍,1592924842,"2020
未来可期
高考等我",598415367,,,,,,,,
11,2049359792,希望说过与这句话类似的女孩，都是真心的,2049368501,其实我喜欢字很漂亮的男生，或者是会打篮球的男生，又或者是会数学题的男生，还有声音好听的男生。可是如果是你的话，什么都不会也可以,1927048316,,,,,,,,
21,3269905376,想回到2018年，收回我的决定,3269866536,2018年真的太好了，一切都很好,1890303236,,,,,,,,
33,3269845294,喜欢是前提合适才能有更远,3269588551,始终不明白喜欢和合适哪个最重要,1517246773,,,,,,,,
20,3269961078,可以做你女朋友吗？没人愿意把我当公主哎,2060386328,如果我有一个女朋友，我一定把她宠成小公主,405501244,,,,,,,,
29,3269224704,第一眼看错以为白素贞跑你床上去了,1330092166,兄弟，我不知道你是怎么听出来抒情的，反正我是听着这首歌在床上扭得就像白素贞喝了雄黄酒一样,2118590757,,,,,,,,
29,3269691038,孩子你找对地方了哈哈哈哈,3234977308,有没有人能教我压强啊  救救孩子吧,1367860410,,,,,,,,
23,3269666795,别问 问就是 信  达  雅,3254298619,这句Everything that kills me makes me feel alive为什么翻成沉舟侧畔千帆过，病树前头万木春，不应该是A thousand sails on the side of the sunken boat past the sick tree吗,1481634385,,,,,,,,
12,1335664486,口罩你自己买，天台我帮你找，万人敬仰也会有的。,333977175,我也好想像Alan一样。站在高处带个口罩，被万人仰望。[口罩],576624290,,,,,,,,
19,3269934398,和前女友说过的话一模一样。。,1431621952,凭什么要把我教给你的东西，都给下一个女孩子。,277687833,,,,,,,,
28,3269737919,复制这句话，在这句话后面打字是反的哟！‮哇塞,3256366620,复制这句话，在这句话后面打字是反的哟！‮,1978294697,,,,,,,,
8,1601524147,撒的娇莫名挺傲娇的啊臭弟弟,1597734595,还是死鬼网易懂我,1324824336,,,,,,,,
5,1600504355,我很普通，普通的不能再普通了,1597103342,能找到这首歌的都不是什么小人物,495861062,,,,,,,,
15,3269795346,知道，都是风格什么的听不出来，毕竟才听了2年,462795135,如果你是电音圈的人就会知道r3hab和mike william都是人,2009322975,,,,,,,,
3,1545767602,我记得，在游戏里我暴打过这对情侣名,1545633907,"“知道我喜欢哪个情侣名吗”
“哪个？”
“长安，与，故里”
“为何”
“因为长安归故里，故里有长安”",578112303,,,,,,,,
30,3269808493,这就是你所谓的最爱的她？,3268819197,昨天，异地恋，我最爱的她对我说，她不是处了，，我还活着干什么.......陪了她两年，最终却连个局外人都不如,512213075,,,,,,,,
33,3269637992,[流泪][流泪]同复读生,3217709418,"我一个复读生，面对突如其来的网课生活，竟然调控不了自己的情绪，焦躁的过着这个漫长又无助寒假，是时候做出改变了。
凡此以往，皆为序章，
往后余生，必为华章",474716950,,,,,,,,
16,3269927497,想睡好的话最好提前一段时间放下手机啦，听loser这样的歌怎么也不可能困嘛,3269740655,怎样才能困倦，我清醒到现在,354195312,,,,,,,,
20,3269768254,断线，雅俗共赏，晴天，还有好想爱这个世界啊,3269652709,有没有破百万评的神曲各位安利一下,1289853644,,,,,,,,
24,3269788687,[大哭]+10086，现在这年头摄像头真是哪都能装[大哭],154724061,我喜欢男生是因为，女生不能说随便亲，男的拉过来就是一顿亲,1916940582,,,,,,,,
28,3269794532,笑死人，来别人论坛上说一些与这些论坛没关系的话？还喷的自认为有理有据？多少岁了妹妹？,3266476803,别拿这套说，做错就做错了不能让人说？你可真是搞笑,2135707972,,,,,,,,
28,3269278157,😂日推这首歌的我一脸懵逼,1364234820,日推到这首歌的都不是一般人,546138115,,,,,,,,
22,3269835262,全世界就我还是单身了，嘿嘿嘿,1326406889,在一起了!!!,1388823280,,,,,,,,
25,3269754005,哈哈哈你毕业了也太高贵了8,1599323738,好家伙，人说的话宁看懂了吗？哦，小学刚毕业没学过阅读理解，那没事了。,1375146939,,,,,,,,
29,3269839644,我是水瓶的，但是我就是这样………我怀疑自己了[多多捂脸][多多捂脸][多多捂脸],609821366,白羊座是一个没有安全感的孩子，爱音乐，非常非常爱，怕黑，却习惯晚睡，喜欢隐藏真正的心事，喜欢有口袋的衣服，否则会不知道手放在哪里，习惯抱臂，习惯冷战，有时会突然不知所措，喜欢窗户，喜欢蜷缩，喜欢写字和阅读，有时会莫名的孤单，感到无法抗拒的恐惧感，不爱说话又很爱说话。 ​​​,3284592389,,,,,,,,
19,3269822273,先有的这个才有的在人间,3268899977,刚开始还以为是let her go，接着又以为是在人间，,1638890628,,,,,,,,
33,3269901955,屏幕对面的那个人就将最光鲜亮丽的一面给你看，看不见摸不着，如果你真的认真的开始一段恋爱，还是现实吧，那才踏实,3236378629,想听听你们对网恋的看法,440310382,,,,,,,,
31,3269636243,2天了，avicii forever ◢ ◤,3269405949,还有3天！,397640251,,,,,,,,
1,482733323,多年以后他已经被世人的奸诈狡猾刺的浑身伤痕，被生意的应酬喝出了一个大大的啤酒肚，被日夜的焦虑头发变的稀疏了，为了赚钱养家变的斤斤计较了，没有时间再去运动了，时间把他变的苍老了，他喜欢听歌却唱的走调被人嘲笑再也不开口了，他捧着你的脸你一脸嫌弃，却未曾想过，他原来就是你最爱的样子啊,0,等有资格结婚了，我要嫁给一个很平易近人的男人，他没有大大的啤酒肚，没有地中海似的大光头，没有鸡毛蒜皮都计较的小心眼，也没有莫名其妙就爆发的坏脾气，他要喜欢运动，充满男子气，他要喜欢唱歌就算走调让我哭笑不得，他要捧着我的脸说娶到你真是我的福气.,282451455,,,,,,,,
4,126484133,说出了很多孤独患者的心声！[强],0,别总是说喜欢电音的人是异类，是不良青年。你们路过看到的只是夜店里的Dj串烧。请别把它们和电音混为一谈，区别在于身体和灵魂上的共鸣，而电音属于后者。那种能瞬间燃能冲击心脏的力量是别的音乐给不了的，能让我解开束缚。它无可替代也无法替代，你不懂每个夜里流着眼泪听着孤独感受。,79130504,,,,,,,,
27,3269640071,那楼主知道她辱华吗？这事网上有实锤，我不在评论区过多赘述了。,3255246422,卡妹经常去医院看望粉丝，她把这首歌所有收入捐给了美国公民自由联盟会，卡妹是save the children慈善大使，帮助了很多无家可归和营养不良的孩子，自己首次巡演的部分收入捐给了该机构，她曾去叙利亚帮助难民儿童，living poor呼吁帮助非洲儿童并捐款，她为龙卷风事件的难民捐款，呼吁为澳洲大火捐款,2140333736,,,,,,,,
25,3269911481,mamba never out💜💛💜💛,128581193,即使有第二个科比，我也没有第二个青春追了,1763436942,,,,,,,,
23,3269917340,抱抱(｡･ω･｡)ﾉ♡,3156091850,我安慰过很多人，自己却没有人来安慰,1445208316,,,,,,,,
28,3268842592,不装了，她们睡相都不怎么好（大型蟠桃会,3252744956,我也不装了，你在做梦[这边],630737444,,,,,,,,
33,3269465885,河图，古风圈里很早的优秀作者了,3257770285,清明上河图吗？哈哈哈哈哈哈哈哈哈,469543215,,,,,,,,
28,3269428057,可以说这个想法很新奇 值得推敲 并且表示赞同。,1651867433,拥有极度抑郁和绝对理性的人是神,582138720,,,,,,,,
33,3269425333,网易云变了    之前不收费的  还有好多歌，现在都收费了,3269113512,怎么又要收费了？,1638405819,,,,,,,,
22,3269751440,个人想法：像雷鬼或者trap,3269542159,这是什么风格 有没有大佬知道,564485514,,,,,,,,
34,3269823950,删好友都是你们内心像个孩子才做的事，想我们内心强大的成年人都只能互不打扰。,1380822667,"终于在除夕夜听到了你已结婚的消息
怎么说，没有痛哭流涕 没有伤心欲绝
只是把有关我们的过去回忆了一遍
然后默默的删掉了你，关于我们的2018统统都说再见吧
祝你幸福美满
祝我余生不孤单",301639709,,,,,,,,
13,1341137132,感谢你 我在浴室蹦迪 摔得不轻 医院wifi挺快的,1299955612,鲸云音效，把均衡器打开，系统预设为超重低音，高级设置中低音最高值，高音最低值，环绕强度和深度开到最大，混响为浴室，你会感谢我的。,437957262,,,,,,,,
13,1488851487,都是sagan风格的future house 没什么相似的,1488857543,副歌和All my love有几分相似啊[多多无语],1371331640,,,,,,,,
30,3269595645,会超常发挥把手术顺利做完,3269490287,手术那天放这首歌，医生会不会跟着节奏把肠子扯出来,601473672,,,,,,,,
6,128150385,优秀的歌曲永远优秀，并不会因为烂大街贬值，贬值的只是那颗你自觉优越的心。,0,每当我喜欢多年很小众的歌曲，在很多年后，突然因为在一些垃圾选秀上被一些很做作的人唱来唱去而有了滥大街的趋势，都会感觉像自己珍藏多年的名画被一群不懂它价值的人任意践踏一样，痛心不已。,66313889,,,,,,,,
17,3269899546,真受不了你们这些键盘侠，我当然知道作者创作的初衷，何必较真呢,3198783126,自己看看上面评论的时间吧。,1657153058,,,,,,,,
17,3269888863,岩浆太烫了！你不要女朋友了么？,3174797838,"祝全世界的男生：脸上痘消失，头发油去掉，王者不掉星，吃鸡不被阴，联盟拿s穿越全点头，有一个超级听话萌萌哒的女朋友！！！

祝所有女生:多喝岩浆！",2120081057,,,,,,,,
26,3269794977,那是因为这首歌没红到让潘玮柏注意的程度 再说了潘玮柏的版本也只是有授权 真正原曲是韩国的一男一女组合 要告也是韩国那边的告,3213973683,网易云不是有过审制度吗??,472951980,,,,,,,,
29,3269847997,疫情期间你看到街上有乞丐吗,3257852360,我曾经见着了乞丐会给一块或者五块钱，后来跟朋友出去遇见了乞丐，我正要掏钱，朋友给我说不用给他，我愣住了，朋友说他们有手有脚为什么不会自己找工作。我找不到反驳的点，从那之后看见乞丐我也是目不斜视的走过去。,615586651,,,,,,,,
34,3269750934,对于你 我还真的不想谦虚 ,3213973683,你跟我比的着吗？柠檬精,472951980,,,,,,,,
27,3269730799,2020年4月18日凌晨5点23我还在回忆香蜜，回忆润玉...,3211608515,有没有2020年了还没走出香蜜的坑的?[多多捂脸],1448812266,,,,,,,,
33,3268554396,我c 这么刺激吗……大早上的……要？,3264363747,早上打王者荣耀，水晶快被推掉的时候，我方妲己突然说她男友想要了，要挂机了，而且麦还没关，我们硬着守了一个多小时。,2045724297,,,,,,,,
31,3269643331,可能Vocal的唱法比较接近吧，但感觉这首歌比较欢快，LNF比较迷幻,3256877201,是的是的,1390700022,,,,,,,,
25,3269866956,金星像农村村头大妈一样主持时,1063219064,你在招黑吧，金星哪里像泼妇了，当时萨顶顶假唱的事不是很多人都知道吗,3291343248,,,,,,,,
26,3269770769,复制这句话，在这句话后面打字是反的哟！‮真的吗？还真是真的,3266472723,复制这句话，在这句话后面打字是反的哟！‮,3245389745,,,,,,,,
13,1591831124,演唱者都希望自己的作品被别人熟知 被世人所传唱,1578150757,别让这首歌烂大街,584915022,,,,,,,,
10,2065435848,有些话我也不想听到，有些真相我也不想面对，有些人我也不想错过,2059995223,“如果回到从前，有些人是真的不想认识。”,1570366183,,,,,,,,
31,3269937326,一般是晚上一时放弃，然后再接下来的日子里越发想念,3243157284,你们男生是怎么做到一晚上就可以放弃喜欢了很久的女孩子啊,1444694227,,,,,,,,
26,3269873442,做一个优秀的人走路带风,1345526681,老版写给黄淮继续以demo形式存在，我这会儿特别激动，大家愿意听我的歌儿我超开心。这几个月我看了太多的私信和留言评论，录正式版的时候把我听到的故事揉碎了唱进歌儿里，好多让我特别感动的故事。我一个独立音乐人，没啥钱，但是也特别想送给大家节日礼物，准备了两把布鲁克吉他，在评论里随机抽两个,295388345,,,,,,,,
13,3181893929,找个rapper谈恋爱，分手diss你，你就火了。,3181745354,说唱男友真的酷 分手把你diss吐,573723608,,,,,,,,
23,3269801529,嗯  抄袭确实挺讨厌 但是我确实也觉得有一点我自己的经验  他和贝姐那个也许不是抄的  (当然只是我自己觉得 到底是不是我说了也不算对吧),3268927489,我的立场很鲜明，抄袭的东西我就是不喜欢。不管国外国内。说白了，扒谱对比就是给抄袭洗白的人的证据，抄袭了没有，很简单，一个人说像不是抄袭一千个人说那就是。在我们绘圈要鉴定抄袭，就去绘圈墙上投稿问，评论里声音一致，那就是抄。有个人硬要法律证据，我画被抄袭，我还打个官司吗？真当我富婆啊,1705680156,,,,,,,,
11,3228237479,深深可是b站骨灰级用户,3228224649,一开口就是老二次元了(狗头),550316357,,,,,,,,
29,3269415174,的确，近期因某些原因，棺材严重缺货[奸笑],3238822788,看了你的头像，我觉得你先在应该说流浪棺材计划,1805981518,,,,,,,,
